ANIO,TIPO_UNIV,NIVEL_ACADEM,OF_ACADEM,DISCIP_OCDE,DISCIP_ESPECIF,TIPO_ALUMNO,U_MED,VALOR
2021,Privado,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,95
2021,Privado,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,562
2021,Publica,Grado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,1.050
2021,Publica,Grado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,27.063
2021,Publica,Grado,Otros,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,617
2021,Publica,Grado,Otros,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,26.569
2021,Publica,Posgrado,Doctorado,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,93
2021,Publica,Posgrado,Doctorado,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,743
2021,Publica,Posgrado,Doctorado,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,40
2021,Publica,Posgrado,Doctorado,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,393
2021,Publica,Posgrado,Especialidad,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,73
2021,Publica,Posgrado,Especialidad,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,542
2021,Publica,Posgrado,Especialidad,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,131
2021,Publica,Posgrado,Especialidad,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,674
2021,Publica,Posgrado,Maestria,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,106
2021,Publica,Posgrado,Maestria,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,955
2021,Publica,Posgrado,Maestria,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,32
2021,Publica,Posgrado,Maestria,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,232
2021,Publica,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,149
2021,Publica,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,5.490
2022,Privado,Grado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,99
2022,Privado,Grado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,1.263
2022,Privado,Grado,Otros,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,132
2022,Privado,Grado,Otros,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,2.826
2022,Privado,Posgrado,Doctorado,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,0
2022,Privado,Posgrado,Doctorado,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,17
2022,Privado,Posgrado,Especialidad,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,35
2022,Privado,Posgrado,Especialidad,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,117
2022,Privado,Posgrado,Especialidad,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,5
2022,Privado,Posgrado,Especialidad,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,51
2022,Privado,Posgrado,Maestria,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,0
2022,Privado,Posgrado,Maestria,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,4
2022,Privado,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,100
2022,Privado,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,592
2022,Publica,Grado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,962
2022,Publica,Grado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,28.894
2022,Publica,Grado,Otros,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,858
2022,Publica,Grado,Otros,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,27.364
2022,Publica,Posgrado,Doctorado,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,78
2022,Publica,Posgrado,Doctorado,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,760
2022,Publica,Posgrado,Doctorado,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,39
2022,Publica,Posgrado,Doctorado,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,410
2022,Publica,Posgrado,Especialidad,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,79
2022,Publica,Posgrado,Especialidad,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,568
2022,Publica,Posgrado,Especialidad,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,88
2022,Publica,Posgrado,Especialidad,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,603
2022,Publica,Posgrado,Maestria,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,65
2022,Publica,Posgrado,Maestria,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,1.010
2022,Publica,Posgrado,Maestria,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,16
2022,Publica,Posgrado,Maestria,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,268
2022,Publica,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,202
2022,Publica,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,8.031
2022,Publica,Pregrado,Otros,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,120
2022,Publica,Pregrado,Otros,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,0
2023,Privado,Grado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,105
2023,Privado,Grado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,1.453
2023,Privado,Grado,Otros,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,109
2023,Privado,Grado,Otros,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,3.057
2023,Privado,Posgrado,Doctorado,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,1
2023,Privado,Posgrado,Doctorado,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,17
2023,Privado,Posgrado,Especialidad,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,11
2023,Privado,Posgrado,Especialidad,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,108
2023,Privado,Posgrado,Especialidad,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,3
2023,Privado,Posgrado,Especialidad,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,54
2023,Privado,Posgrado,Maestria,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,0
2023,Privado,Posgrado,Maestria,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,13
2023,Privado,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,109
2023,Privado,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,635
2023,Publica,Grado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,999
2023,Publica,Grado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,29.078
2023,Publica,Grado,Otros,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,783
2023,Publica,Grado,Otros,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,27.976
2023,Publica,Posgrado,Doctorado,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,89
2023,Publica,Posgrado,Doctorado,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,745
2023,Publica,Posgrado,Doctorado,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,31
2023,Publica,Posgrado,Doctorado,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,387
2023,Publica,Posgrado,Especialidad,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,60
2023,Publica,Posgrado,Especialidad,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,626
2023,Publica,Posgrado,Especialidad,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,82
2023,Publica,Posgrado,Especialidad,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,672
2023,Publica,Posgrado,Maestria,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,65
2023,Publica,Posgrado,Maestria,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,1.002
2023,Publica,Posgrado,Maestria,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,17
2023,Publica,Posgrado,Maestria,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,219
2023,Publica,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,EGRESADOS,Cantidad de personas,275
2023,Publica,Pregrado,Otros,Ciencias Agricolas,Ciencias Agropecuarias,ESTUDIANTES,Cantidad de personas,7.748
2023,Publica,Pregrado,Otros,Ciencias Agricolas,Veterinaria,EGRESADOS,Cantidad de personas,2
2023,Publica,Pregrado,Otros,Ciencias Agricolas,Veterinaria,ESTUDIANTES,Cantidad de personas,0
2014,Privado,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,239
2014,Privado,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,3.487
2014,Privado,Grado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,1.062
2014,Privado,Grado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,11.942
2014,Privado,Grado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,186
2014,Privado,Grado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,2.334
2014,Privado,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,3.270
2014,Privado,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,38.676
2014,Privado,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,1
2014,Privado,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,17
2014,Privado,Posgrado,Doctorado,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,14
2014,Privado,Posgrado,Doctorado,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,331
2014,Privado,Posgrado,Doctorado,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,0
2014,Privado,Posgrado,Doctorado,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,2
2014,Privado,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,6
2014,Privado,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,6
2014,Privado,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,2
2014,Privado,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,131
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,21
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,179
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,541
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,3.343
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,184
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,748
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,80
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,837
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,8
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,33
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,13
2014,Privado,Posgrado,Especialidad,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,52
2014,Privado,Posgrado,Maestria,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,1
2014,Privado,Posgrado,Maestria,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,42
2014,Privado,Posgrado,Maestria,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,30
2014,Privado,Posgrado,Maestria,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,675
2014,Privado,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,10
2014,Privado,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,107
2014,Privado,Posgrado,Maestria,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,8
2014,Privado,Posgrado,Maestria,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,90
2014,Privado,Posgrado,Maestria,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,5
2014,Privado,Posgrado,Maestria,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,80
2014,Privado,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,18
2014,Privado,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,46
2014,Privado,Pregrado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,27
2014,Privado,Pregrado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,165
2014,Privado,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,1.469
2014,Privado,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,1.903
2014,Privado,Pregrado,Otros,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,8
2014,Privado,Pregrado,Otros,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,67
2014,Publica,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,1.083
2014,Publica,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,24.128
2014,Publica,Grado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,4.052
2014,Publica,Grado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,63.601
2014,Publica,Grado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,1.127
2014,Publica,Grado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,16.098
2014,Publica,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,3.980
2014,Publica,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,88.917
2014,Publica,Grado,Otros,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,155
2014,Publica,Grado,Otros,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,4.327
2014,Publica,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,142
2014,Publica,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,646
2014,Publica,Posgrado,Doctorado,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,49
2014,Publica,Posgrado,Doctorado,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,600
2014,Publica,Posgrado,Doctorado,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,23
2014,Publica,Posgrado,Doctorado,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,374
2014,Publica,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,4
2014,Publica,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,65
2014,Publica,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,18
2014,Publica,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,233
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,97
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,1.101
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,1.275
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,7.120
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,149
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,1.852
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,34
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,504
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,94
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,379
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,0
2014,Publica,Posgrado,Especialidad,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,21
2014,Publica,Posgrado,Maestria,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,77
2014,Publica,Posgrado,Maestria,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,1.126
2014,Publica,Posgrado,Maestria,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,0
2014,Publica,Posgrado,Maestria,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,324
2014,Publica,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,3
2014,Publica,Posgrado,Maestria,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,117
2014,Publica,Posgrado,Maestria,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,39
2014,Publica,Posgrado,Maestria,Ciencias Medicas,Salud Publica,ESTUDIANTES,Cantidad de personas,1.304
2014,Publica,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,164
2014,Publica,Pregrado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,2.112
2014,Publica,Pregrado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,658
2014,Publica,Pregrado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,327
2014,Publica,Pregrado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,19
2014,Publica,Pregrado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,107
2014,Publica,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,3.104
2014,Publica,Pregrado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,13.073
2014,Publica,Pregrado,Otros,Ciencias Medicas,Sanidad,EGRESADOS,Cantidad de personas,171
2014,Publica,Pregrado,Otros,Ciencias Medicas,Sanidad,ESTUDIANTES,Cantidad de personas,422
2015,Privado,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,212
2015,Privado,Grado,Otros,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,3.509
2015,Privado,Grado,Otros,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,1.038
2015,Privado,Grado,Otros,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,12.595
2015,Privado,Grado,Otros,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,250
2015,Privado,Grado,Otros,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,2.287
2015,Privado,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,3.927
2015,Privado,Grado,Otros,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,41.375
2015,Privado,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,EGRESADOS,Cantidad de personas,3
2015,Privado,Posgrado,Doctorado,Ciencias Medicas,Bioquimica y Farmacia,ESTUDIANTES,Cantidad de personas,17
2015,Privado,Posgrado,Doctorado,Ciencias Medicas,Medicina,EGRESADOS,Cantidad de personas,21
2015,Privado,Posgrado,Doctorado,Ciencias Medicas,Medicina,ESTUDIANTES,Cantidad de personas,344
2015,Privado,Posgrado,Doctorado,Ciencias Medicas,Odontologia,EGRESADOS,Cantidad de personas,0
2015,Privado,Posgrado,Doctorado,Ciencias Medicas,Odontologia,ESTUDIANTES,Cantidad de personas,2
2015,Privado,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,EGRESADOS,Cantidad de personas,6
2015,Privado,Posgrado,Doctorado,Ciencias Medicas,Paramedicas y Auxiliares de la Medicina,ESTUDIANTES,Cantidad de personas,31
2015,Privado,Posgrado,Doctorado,Ciencias Medicas,Salud Publica,EGRESADOS,Cantidad de personas,3
