ANIO,TIPO_UNIV,NIVEL_ACADEM,OF_ACADEM,DISCIP_OCDE,DISCIP_ESPECIF,TIPO_ALUMNO,U_MED,VALOR
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,24
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,594
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,4
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,69
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,7
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,46
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,1
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,65
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,390
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,2.130
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,77
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,781
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Meteorologia,EGRESADOS,Cantidad de personas,0
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Meteorologia,ESTUDIANTES,Cantidad de personas,11
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,2
2014,Publica,Posgrado,Especialidad,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,29
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,75
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,664
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,11
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,106
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,0
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,212
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,30
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,233
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,49
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,647
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,27
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,1.054
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Matematica,EGRESADOS,Cantidad de personas,3
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Matematica,ESTUDIANTES,Cantidad de personas,218
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Meteorologia,EGRESADOS,Cantidad de personas,0
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Meteorologia,ESTUDIANTES,Cantidad de personas,4
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,5
2014,Publica,Posgrado,Maestria,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,101
2014,Publica,Pregrado,Otros,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,131
2014,Publica,Pregrado,Otros,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,1.213
2014,Publica,Pregrado,Otros,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,20
2014,Publica,Pregrado,Otros,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,672
2014,Publica,Pregrado,Otros,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,10
2014,Publica,Pregrado,Otros,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,166
2014,Publica,Pregrado,Otros,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,15
2014,Publica,Pregrado,Otros,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,73
2014,Publica,Pregrado,Otros,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,1.241
2014,Publica,Pregrado,Otros,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,10.836
2014,Publica,Pregrado,Otros,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,1.311
2014,Publica,Pregrado,Otros,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,13.421
2014,Publica,Pregrado,Otros,Exactas y Naturales,Matematica,EGRESADOS,Cantidad de personas,44
2014,Publica,Pregrado,Otros,Exactas y Naturales,Matematica,ESTUDIANTES,Cantidad de personas,27
2014,Publica,Pregrado,Otros,Exactas y Naturales,Meteorologia,EGRESADOS,Cantidad de personas,3
2014,Publica,Pregrado,Otros,Exactas y Naturales,Meteorologia,ESTUDIANTES,Cantidad de personas,0
2014,Publica,Pregrado,Otros,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,477
2014,Publica,Pregrado,Otros,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,1.599
2015,Privado,Grado,Otros,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,147
2015,Privado,Grado,Otros,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,1.959
2015,Privado,Grado,Otros,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,0
2015,Privado,Grado,Otros,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,19
2015,Privado,Grado,Otros,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,1.175
2015,Privado,Grado,Otros,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,12.236
2015,Privado,Grado,Otros,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,786
2015,Privado,Grado,Otros,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,11.308
2015,Privado,Grado,Otros,Exactas y Naturales,Matematica,EGRESADOS,Cantidad de personas,23
2015,Privado,Grado,Otros,Exactas y Naturales,Matematica,ESTUDIANTES,Cantidad de personas,141
2015,Privado,Grado,Otros,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,14
2015,Privado,Grado,Otros,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,276
2015,Privado,Posgrado,Especialidad,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,2
2015,Privado,Posgrado,Especialidad,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,24
2015,Privado,Posgrado,Especialidad,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,37
2015,Privado,Posgrado,Especialidad,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,124
2015,Privado,Posgrado,Especialidad,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,7
2015,Privado,Posgrado,Especialidad,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,76
2015,Privado,Posgrado,Maestria,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,13
2015,Privado,Posgrado,Maestria,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,183
2015,Privado,Posgrado,Maestria,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,5
2015,Privado,Posgrado,Maestria,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,25
2015,Privado,Posgrado,Maestria,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,7
2015,Privado,Posgrado,Maestria,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,89
2015,Privado,Posgrado,Otros,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,14
2015,Privado,Posgrado,Otros,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,33
2015,Privado,Pregrado,Otros,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,21
2015,Privado,Pregrado,Otros,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,68
2015,Privado,Pregrado,Otros,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,402
2015,Privado,Pregrado,Otros,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,3.822
2015,Privado,Pregrado,Otros,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,286
2015,Privado,Pregrado,Otros,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,675
2015,Privado,Pregrado,Otros,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,74
2015,Privado,Pregrado,Otros,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,211
2015,Publica,Grado,Otros,Exactas y Naturales,Astronomia,EGRESADOS,Cantidad de personas,17
2015,Publica,Grado,Otros,Exactas y Naturales,Astronomia,ESTUDIANTES,Cantidad de personas,601
2015,Publica,Grado,Otros,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,1.388
2015,Publica,Grado,Otros,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,27.030
2015,Publica,Grado,Otros,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,339
2015,Publica,Grado,Otros,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,5.978
2015,Publica,Grado,Otros,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,17
2015,Publica,Grado,Otros,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,413
2015,Publica,Grado,Otros,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,105
2015,Publica,Grado,Otros,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,4.200
2015,Publica,Grado,Otros,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,2.165
2015,Publica,Grado,Otros,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,42.793
2015,Publica,Grado,Otros,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,1.419
2015,Publica,Grado,Otros,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,51.543
2015,Publica,Grado,Otros,Exactas y Naturales,Matematica,EGRESADOS,Cantidad de personas,288
2015,Publica,Grado,Otros,Exactas y Naturales,Matematica,ESTUDIANTES,Cantidad de personas,8.909
2015,Publica,Grado,Otros,Exactas y Naturales,Meteorologia,EGRESADOS,Cantidad de personas,8
2015,Publica,Grado,Otros,Exactas y Naturales,Meteorologia,ESTUDIANTES,Cantidad de personas,630
2015,Publica,Grado,Otros,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,241
2015,Publica,Grado,Otros,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,8.383
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Astronomia,EGRESADOS,Cantidad de personas,10
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Astronomia,ESTUDIANTES,Cantidad de personas,128
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,432
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,2.989
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,45
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,310
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,1
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,21
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,83
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,547
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,14
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,122
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,28
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,400
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Matematica,EGRESADOS,Cantidad de personas,34
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Matematica,ESTUDIANTES,Cantidad de personas,298
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Meteorologia,EGRESADOS,Cantidad de personas,5
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Meteorologia,ESTUDIANTES,Cantidad de personas,33
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,196
2015,Publica,Posgrado,Doctorado,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,1.167
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,114
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,618
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,6
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,77
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,21
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,105
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,7
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,83
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,289
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,2.175
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,41
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,928
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Meteorologia,EGRESADOS,Cantidad de personas,0
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Meteorologia,ESTUDIANTES,Cantidad de personas,11
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,0
2015,Publica,Posgrado,Especialidad,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,27
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,61
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,950
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,24
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,142
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,7
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,148
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,34
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,300
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,51
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,515
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,56
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,1.459
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Matematica,EGRESADOS,Cantidad de personas,8
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Matematica,ESTUDIANTES,Cantidad de personas,235
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Meteorologia,EGRESADOS,Cantidad de personas,0
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Meteorologia,ESTUDIANTES,Cantidad de personas,14
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,5
2015,Publica,Posgrado,Maestria,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,102
2015,Publica,Pregrado,Otros,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,111
2015,Publica,Pregrado,Otros,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,1.208
2015,Publica,Pregrado,Otros,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,15
2015,Publica,Pregrado,Otros,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,654
2015,Publica,Pregrado,Otros,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,9
2015,Publica,Pregrado,Otros,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,221
2015,Publica,Pregrado,Otros,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,8
2015,Publica,Pregrado,Otros,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,69
2015,Publica,Pregrado,Otros,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,1.622
2015,Publica,Pregrado,Otros,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,12.236
2015,Publica,Pregrado,Otros,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,1.294
2015,Publica,Pregrado,Otros,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,14.990
2015,Publica,Pregrado,Otros,Exactas y Naturales,Matematica,EGRESADOS,Cantidad de personas,37
2015,Publica,Pregrado,Otros,Exactas y Naturales,Matematica,ESTUDIANTES,Cantidad de personas,30
2015,Publica,Pregrado,Otros,Exactas y Naturales,Meteorologia,EGRESADOS,Cantidad de personas,3
2015,Publica,Pregrado,Otros,Exactas y Naturales,Meteorologia,ESTUDIANTES,Cantidad de personas,0
2015,Publica,Pregrado,Otros,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,407
2015,Publica,Pregrado,Otros,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,2.018
2016,Privado,Grado,Otros,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,184
2016,Privado,Grado,Otros,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,1.965
2016,Privado,Grado,Otros,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,8
2016,Privado,Grado,Otros,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,19
2016,Privado,Grado,Otros,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,1.139
2016,Privado,Grado,Otros,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,11.914
2016,Privado,Grado,Otros,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,676
2016,Privado,Grado,Otros,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,10.837
2016,Privado,Grado,Otros,Exactas y Naturales,Matematica,EGRESADOS,Cantidad de personas,21
2016,Privado,Grado,Otros,Exactas y Naturales,Matematica,ESTUDIANTES,Cantidad de personas,221
2016,Privado,Grado,Otros,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,26
2016,Privado,Grado,Otros,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,215
2016,Privado,Posgrado,Especialidad,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,10
2016,Privado,Posgrado,Especialidad,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,15
2016,Privado,Posgrado,Especialidad,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,40
2016,Privado,Posgrado,Especialidad,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,137
2016,Privado,Posgrado,Especialidad,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,4
2016,Privado,Posgrado,Especialidad,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,5
2016,Privado,Posgrado,Maestria,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,15
2016,Privado,Posgrado,Maestria,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,167
2016,Privado,Posgrado,Maestria,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,4
2016,Privado,Posgrado,Maestria,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,15
2016,Privado,Posgrado,Maestria,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,3
2016,Privado,Posgrado,Maestria,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,42
2016,Privado,Posgrado,Otros,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,4
2016,Privado,Posgrado,Otros,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,39
2016,Privado,Pregrado,Otros,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,9
2016,Privado,Pregrado,Otros,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,86
2016,Privado,Pregrado,Otros,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,326
2016,Privado,Pregrado,Otros,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,3.332
2016,Privado,Pregrado,Otros,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,20
2016,Privado,Pregrado,Otros,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,593
2016,Privado,Pregrado,Otros,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,8
2016,Privado,Pregrado,Otros,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,147
2016,Publica,Grado,Otros,Exactas y Naturales,Astronomia,EGRESADOS,Cantidad de personas,12
2016,Publica,Grado,Otros,Exactas y Naturales,Astronomia,ESTUDIANTES,Cantidad de personas,740
2016,Publica,Grado,Otros,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,1.018
2016,Publica,Grado,Otros,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,25.152
2016,Publica,Grado,Otros,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,275
2016,Publica,Grado,Otros,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,6.137
2016,Publica,Grado,Otros,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,16
2016,Publica,Grado,Otros,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,363
2016,Publica,Grado,Otros,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,143
2016,Publica,Grado,Otros,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,3.711
2016,Publica,Grado,Otros,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,2.193
2016,Publica,Grado,Otros,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,42.324
2016,Publica,Grado,Otros,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,1.295
2016,Publica,Grado,Otros,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,47.645
2016,Publica,Grado,Otros,Exactas y Naturales,Matematica,EGRESADOS,Cantidad de personas,300
2016,Publica,Grado,Otros,Exactas y Naturales,Matematica,ESTUDIANTES,Cantidad de personas,8.227
2016,Publica,Grado,Otros,Exactas y Naturales,Meteorologia,EGRESADOS,Cantidad de personas,11
2016,Publica,Grado,Otros,Exactas y Naturales,Meteorologia,ESTUDIANTES,Cantidad de personas,475
2016,Publica,Grado,Otros,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,282
2016,Publica,Grado,Otros,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,6.817
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Astronomia,EGRESADOS,Cantidad de personas,15
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Astronomia,ESTUDIANTES,Cantidad de personas,113
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,478
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,3.138
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,31
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,325
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,2
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,16
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,74
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Fisica,ESTUDIANTES,Cantidad de personas,565
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Industrias,EGRESADOS,Cantidad de personas,17
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Industrias,ESTUDIANTES,Cantidad de personas,97
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Informatica,EGRESADOS,Cantidad de personas,31
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Informatica,ESTUDIANTES,Cantidad de personas,406
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Matematica,EGRESADOS,Cantidad de personas,27
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Matematica,ESTUDIANTES,Cantidad de personas,301
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Meteorologia,EGRESADOS,Cantidad de personas,10
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Meteorologia,ESTUDIANTES,Cantidad de personas,64
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Quimica,EGRESADOS,Cantidad de personas,187
2016,Publica,Posgrado,Doctorado,Exactas y Naturales,Quimica,ESTUDIANTES,Cantidad de personas,1.323
2016,Publica,Posgrado,Especialidad,Exactas y Naturales,Biologia,EGRESADOS,Cantidad de personas,54
2016,Publica,Posgrado,Especialidad,Exactas y Naturales,Biologia,ESTUDIANTES,Cantidad de personas,435
2016,Publica,Posgrado,Especialidad,Exactas y Naturales,Ciencias del Suelo,EGRESADOS,Cantidad de personas,13
2016,Publica,Posgrado,Especialidad,Exactas y Naturales,Ciencias del Suelo,ESTUDIANTES,Cantidad de personas,59
2016,Publica,Posgrado,Especialidad,Exactas y Naturales,Estadistica,EGRESADOS,Cantidad de personas,4
2016,Publica,Posgrado,Especialidad,Exactas y Naturales,Estadistica,ESTUDIANTES,Cantidad de personas,97
2016,Publica,Posgrado,Especialidad,Exactas y Naturales,Fisica,EGRESADOS,Cantidad de personas,11
